country.a,statea,year,endyear,dispnum3,hiact,hostlev,fatality,victor,pb.year,same.exp,outcome
Rwanda,517,1991,1991,3979,17,Use of force,NA,0,1992,0.7500344224843134,Neither
USA,2,1991,1991,3974,16,Use of force,NA,0,1992,0.9977213789354655,Neither
Israel,666,1991,1991,3981,12,Display of force,0,0,1992,0.9926222266236577,Neither
Japan,740,1991,1991,3971,0,No militarized action,0,0,1992,0.9978756814724385,Neither
Kuwait,690,1991,1991,3982,16,Use of force,0,0,1992,0.9032325970065832,Neither
Turkey,640,1991,1991,3980,16,Use of force,0,0,1992,0.9839331571753009,Neither
"France,Monac",220,1991,1991,3974,7,Display of force,NA,0,1992,0.992033157290498,Neither
UK,200,1991,1991,3974,17,Use of force,NA,0,1992,0.991019099795525,Neither
Senegal,433,1992,1992,3565,16,Use of force,0,0,1993,0.9404827239672308,Neither
GuineaBissau,404,1992,1992,3565,0,No militarized action,0,0,1993,0.7436469674561799,Neither
Peru,135,1992,1992,3550,16,Use of force,0,0,1993,0.9363323909355519,Neither
Iraq,645,1992,1993,3552,17,Use of force,NA,0,1993,0.6138245752268788,Neither
Iraq,645,1992,1994,3568,17,Use of force,1,0,1994,0.7041277833408907,Neither
United Arab Emirates,696,1992,1992,3567,0,No militarized action,0,0,1993,0.9157303171546599,Neither
Armenia,371,1992,1995,3564,17,Use of force,6,0,1995,0.29945114024630376,Neither
Iraq,645,1992,1992,3566,7,Display of force,0,0,1993,0.6138245752268788,Neither
Saudi Arabia,670,1992,1992,3569,14,Use of force,0,0,1993,0.981844806951234,Neither
Qatar,694,1992,1992,3569,0,No militarized action,0,0,1993,0.95875359405908,Neither
Iran,630,1992,1992,3567,7,Display of force,0,0,1993,0.8414360257024439,Neither
Thailand,800,1992,1992,3574,16,Use of force,NA,0,1993,0.9668965188057977,Neither
Papua N.Guin,910,1992,1992,3572,0,No militarized action,0,0,1993,0.8012708726539577,Neither
Korea D P Rp,731,1992,1992,3570,17,Use of force,1,0,1993,0.9131426420843112,Neither
Singapore,830,1992,1992,3573,0,No militarized action,0,0,1993,0.9424870775132688,Neither
Malaysia,820,1992,1992,3573,15,Use of force,0,0,1993,0.982483609886628,Neither
Myanmar,775,1992,1992,3574,16,Use of force,NA,0,1993,0.8887007747831897,Neither
Korea Rep.,732,1992,1992,3570,17,Use of force,1,0,1993,0.9922783063901768,Neither
Russian Fed,365,1992,1992,3563,12,Display of force,0,0,1993,NA,Neither
Sweden,380,1992,1992,3563,16,Use of force,0,0,1993,0.9852589431264346,Neither
Ukraine,369,1992,1992,3559,0,No militarized action,0,0,1993,0.6515678037395715,Neither
Azerbaijan,373,1992,1995,3564,17,Use of force,6,0,1995,0.6716618998698014,Neither
Estonia,366,1992,1992,3560,17,Use of force,0,0,1993,0.5960277568002681,Neither
Rep Moldova,359,1992,1992,3558,17,Use of force,NA,0,1993,0.21832549747517593,Neither
Russian Fed,365,1992,1992,3559,15,Use of force,0,0,1993,NA,Neither
Albania,339,1992,1992,3554,11,Display of force,0,0,1993,0.8574846940908489,Neither
Bosnia Herzg,346,1992,1993,3557,17,Use of force,4,0,1993,0.4729922973629108,Neither
Croatia,344,1992,1992,3555,17,Use of force,4,0,1993,0.9028314146062892,Neither
USA,2,1992,1992,3550,0,No militarized action,0,0,1993,0.9969989107704595,Neither
India,750,1992,1992,3572,16,Use of force,0,0,1993,0.9741246317599194,Neither
Yugoslavia,345,1992,1992,3554,0,No militarized action,0,0,1993,0.09527392513945163,Neither
Russian Fed,365,1992,1992,3560,17,Use of force,0,0,1993,NA,Neither
Yugoslavia,345,1992,1993,3557,17,Use of force,4,0,1993,0.09527392513945163,Neither
Yugoslavia,345,1992,1992,3555,17,Use of force,4,0,1993,0.09527392513945163,Neither
Russian Fed,365,1992,1992,3558,17,Use of force,NA,0,1993,NA,Neither
USA,2,1992,1993,3552,17,Use of force,NA,0,1993,0.9969989107704595,Neither
Iran,630,1992,1992,3566,16,Use of force,0,0,1993,0.8414360257024439,Neither
Kuwait,690,1992,1993,3552,17,Use of force,NA,0,1993,0.8456004625353167,Neither
Kuwait,690,1992,1994,3568,17,Use of force,1,0,1994,0.925253142645529,Neither
"France,Monac",220,1992,1993,3552,17,Use of force,NA,0,1993,0.9953391779627905,Neither
UK,200,1992,1993,3552,17,Use of force,NA,0,1993,0.9867361166224022,Neither
Egypt,651,1993,1993,4286,0,No militarized action,0,0,1994,0.9313810417246886,Neither
Sudan,625,1993,1993,4286,15,Use of force,0,0,1994,0.6237675687435422,Neither
Iran,630,1993,1993,4073,0,No militarized action,0,0,1994,0.8140596529138354,Neither
Niger,436,1993,1993,4067,17,Use of force,1,0,1994,0.9025027845846199,Neither
Dem.Rp.Congo,490,1993,1993,4069,15,Use of force,0,0,1994,0.8726452643522832,Neither
Congo,484,1993,1993,4069,0,No militarized action,0,0,1994,0.727407037811495,Neither
Togo,461,1993,1993,4066,0,No militarized action,0,0,1994,0.9594365868712742,Neither
Nigeria,475,1993,1993,4085,17,Use of force,NA,0,1994,0.9227969418910358,Neither
Niger,436,1993,1993,4308,17,Use of force,1,0,1994,0.9025027845846199,Neither
Cote Divoire,437,1993,1993,4085,17,Use of force,NA,0,1994,0.8059318180075842,Neither
Ghana,452,1993,1993,4066,8,Display of force,0,0,1994,0.7433141721633983,Neither
Korea D P Rp,731,1993,1999,4022,17,Use of force,2,0,1999,0.6155457070522036,Neither
Korea D P Rp,731,1993,1993,4021,8,Display of force,0,0,1994,0.8667461706220397,Neither
Iraq,645,1993,1993,4299,0,No militarized action,NA,0,1994,0.7154856514804273,Neither
Belize,80,1993,1993,4014,12,Display of force,0,0,1994,0.7805443302066756,Neither
Lebanon,660,1993,2006,4182,17,Use of force,3,0,2006,NA,Neither
Russian Fed,365,1993,1995,4042,16,Use of force,0,0,1995,NA,Neither
Turkey,640,1993,1993,4038,16,Use of force,1,0,1994,0.9620039255726405,Neither
Turkey,640,1993,1993,4039,0,No militarized action,0,0,1994,0.9620039255726405,Neither
Egypt,651,1993,1993,4073,1,Threat to use force,0,0,1994,0.9313810417246886,Neither
Iraq,645,1993,1993,4072,12,Display of force,0,0,1994,0.7154856514804273,Neither
Cyprus,352,1993,1993,4038,16,Use of force,1,0,1994,0.9740884814697517,Neither
Cyprus,352,1993,1993,4039,16,Use of force,0,0,1994,0.9740884814697517,Neither
Yugoslavia,345,1993,1993,4224,0,No militarized action,0,0,1994,0.9248922812517353,Neither
Russian Fed,365,1993,1994,4054,17,Use of force,2,0,1994,NA,Neither
Tajikistan,702,1993,1994,4054,17,Use of force,2,0,1994,0.8369628028204585,Neither
Pakistan,770,1993,1999,4007,20,War,6,0,1999,0.8133493178253576,Neither
India,750,1993,1999,4007,17,Use of force,6,0,1999,0.9522098282523631,Neither
China,710,1993,1993,4023,8,Display of force,0,0,1994,0.9880827834314047,Neither
Taiwan,713,1993,1993,4023,0,No militarized action,0,0,1994,0.9903304127947301,Neither
Korea D P Rp,731,1993,1993,4018,17,Use of force,1,0,1994,0.8667461706220397,Neither
Russian Fed,365,1993,1993,4052,0,No militarized action,0,0,1994,NA,Neither
USA,2,1993,1993,4021,7,Display of force,0,0,1994,0.9952607352335121,Neither
USA,2,1993,1999,4022,11,Display of force,2,0,1999,0.9752097602255204,Neither
Korea Rep.,732,1993,1993,4021,8,Display of force,0,0,1994,0.985482298352229,Neither
Korea Rep.,732,1993,1999,4022,17,Use of force,2,0,1999,0.8967704505318139,Neither
China,710,1993,1993,4018,17,Use of force,1,0,1994,0.9880827834314047,Neither
Croatia,344,1993,1993,4048,0,No militarized action,0,0,1994,0.9434133535278015,Neither
Russian Fed,365,1993,1993,4106,7,Display of force,0,0,1994,NA,Neither
Japan,740,1993,1995,4042,7,Display of force,0,0,1995,0.9714524541515221,Neither
Afghanistan,700,1993,1994,4054,17,Use of force,2,0,1994,0.9189760832599896,Neither
China,710,1993,1993,4052,15,Use of force,0,0,1994,0.9880827834314047,Neither
Poland,290,1993,1993,4106,0,No militarized action,0,0,1994,0.9787901610087194,Neither
Rep Moldova,359,1993,1993,4051,0,No militarized action,0,0,1994,0.28542845312155046,Neither
Turkey,640,1993,1993,4224,1,Threat to use force,0,0,1994,0.9620039255726405,Neither
Albania,339,1993,1994,4043,16,Use of force,1,0,1994,0.6115048816995585,Neither
Croatia,344,1993,1993,4340,16,Use of force,1,0,1994,0.9434133535278015,Neither
Israel,666,1993,2006,4182,17,Use of force,3,0,2006,NA,Neither
Yugoslavia,345,1993,1994,4043,16,Use of force,1,0,1994,0.9248922812517353,Neither
Macedonia,343,1993,1993,4058,17,Use of force,1,0,1994,0.8367309548096359,Neither
"France,Monac",220,1993,1993,4048,7,Display of force,0,0,1994,0.9933260968257555,Neither
Yugoslavia,345,1993,1993,4340,12,Display of force,1,0,1994,0.9248922812517353,Neither
Bosnia Herzg,346,1993,1994,4341,17,Use of force,4,0,1994,0.6099063839190482,Neither
Chad,483,1993,1993,4067,17,Use of force,1,0,1994,0.8587939976590907,Neither
Mali,432,1993,1993,4308,17,Use of force,1,0,1994,0.8333419818501553,Neither
Guatemala,90,1993,1993,4014,11,Display of force,0,0,1994,0.9605663274791089,Neither
Russian Fed,365,1993,1993,4051,7,Display of force,0,0,1994,NA,Neither
Croatia,344,1993,1994,4341,17,Use of force,4,0,1994,0.9434133535278015,Neither
Albania,339,1993,1993,4058,17,Use of force,1,0,1994,0.6115048816995585,Neither
USA,2,1993,1993,4299,16,Use of force,NA,0,1994,0.9952607352335121,Neither
Iran,630,1993,1993,4072,16,Use of force,0,0,1994,0.8140596529138354,Neither
Egypt,651,1994,1994,4287,0,No militarized action,0,0,1995,0.9014811886980177,Neither
Ethiopia,530,1994,1996,4079,17,Use of force,2,0,1996,0.75915663700121,Neither
Uganda,500,1994,1997,4078,17,Use of force,NA,0,1997,0.8580682994647207,Neither
Sudan,625,1994,1994,4287,15,Use of force,0,0,1995,0.8874615488009775,Neither
Nigeria,475,1994,1994,4119,17,Use of force,1,0,1995,0.9067592754709075,Neither
Libya,620,1994,1994,4164,7,Display of force,0,0,1995,0.8127042046927551,Neither
Dem.Rp.Congo,490,1994,1994,4071,11,Display of force,0,0,1995,0.819085832163603,Neither
Angola,540,1994,1994,4071,0,No militarized action,0,0,1995,0.5392162488547781,Neither
Sudan,625,1994,1996,4079,17,Use of force,2,0,1996,0.8367530483084361,Neither
Togo,461,1994,1994,4116,11,Display of force,0,0,1995,0.9572171095710036,Neither
Cameroon,471,1994,1994,4119,17,Use of force,1,0,1995,0.9015552961476105,Neither
Ghana,452,1994,1994,4116,0,No militarized action,0,0,1995,0.7718159330292642,Neither
Sudan,625,1994,1997,4078,17,Use of force,NA,0,1997,0.8390001648729342,Neither
China,710,1994,1994,4065,7,Display of force,0,0,1995,0.9825773532827818,Neither
Yugoslavia,345,1994,1994,4046,12,Display of force,0,0,1995,0.8574513247306698,Neither
Iraq,645,1994,1995,4269,11,Display of force,0,0,1995,0.6425035654414449,Neither
Venezuela,101,1994,1994,4219,15,Use of force,0,0,1995,0.9035106737113087,Neither
Nicaragua,93,1994,1994,4145,15,Use of force,0,0,1995,0.47238197548914884,Neither
Colombia,100,1994,1994,4219,0,No militarized action,0,0,1995,0.9382672350258788,Neither
Turkey,640,1994,1995,4094,12,Display of force,0,0,1995,0.9618859879167964,Neither
Armenia,371,1994,1994,4285,16,Use of force,1,0,1995,0.6536401955827484,Neither
Iraq,645,1994,1994,4113,0,No militarized action,0,0,1995,0.6425035654414449,Neither
Yemen,679,1994,1995,4114,17,Use of force,1,0,1995,0.9230156975870385,Neither
Cyprus,352,1994,1995,4094,0,No militarized action,0,0,1995,0.9587006735866384,Neither
Greece,350,1994,1995,4040,16,Use of force,0,0,1995,0.9596737081372742,Neither
Taiwan,713,1994,1994,4024,7,Display of force,0,0,1995,0.9854103318453233,Neither
Cambodia,811,1994,1996,4001,17,Use of force,1,0,1996,0.8233094065925337,Neither
Philippines,840,1994,1994,4024,0,No militarized action,0,0,1995,0.9851082423991585,Neither
China,710,1994,1994,4035,12,Display of force,0,0,1995,0.9825773532827818,Neither
USA,2,1994,1994,4065,0,No militarized action,0,0,1995,0.9931467419245862,Neither
Korea Rep.,732,1994,1994,4065,0,No militarized action,0,0,1995,0.9825693126140859,Neither
Taiwan,713,1994,1994,4035,0,No militarized action,0,0,1995,0.9854103318453233,Neither
Russian Fed,365,1994,1994,4104,0,No militarized action,0,0,1995,NA,Neither
Turkey,640,1994,1995,4040,12,Display of force,0,0,1995,0.9618859879167964,Neither
Albania,339,1994,1994,4041,17,Use of force,1,0,1995,0.8831818185561909,Neither
Yugoslavia,345,1994,1994,4332,0,No militarized action,0,0,1995,0.8574513247306698,Neither
China,710,1994,1994,4104,16,Use of force,0,0,1995,0.9825773532827818,Neither
Ukraine,369,1994,1994,4050,15,Use of force,0,0,1995,0.862968660757455,Neither
Afghanistan,700,1994,1995,4055,0,No militarized action,0,0,1995,0.9413855819025421,Neither
Russian Fed,365,1994,1994,4050,7,Display of force,0,0,1995,NA,Neither
Chad,483,1994,1994,4164,0,No militarized action,0,0,1995,0.6148850143440552,Neither
Thailand,800,1994,1996,4001,17,Use of force,1,0,1996,0.9597325749702412,Neither
USA,2,1994,1994,4046,11,Display of force,0,0,1995,0.9931467419245862,Neither
Hungary,310,1994,1994,4332,8,Display of force,0,0,1995,0.9513318470020955,Neither
Bosnia Herzg,346,1994,1994,4333,0,No militarized action,0,0,1995,0.8543004692725829,Neither
Macedonia,343,1994,1994,4046,1,Threat to use force,0,0,1995,0.9411524077155758,Neither
Saudi Arabia,670,1994,1995,4114,17,Use of force,1,0,1995,0.9588331668793589,Neither
Colombia,100,1994,1994,4145,0,No militarized action,0,0,1995,0.9382672350258788,Neither
Russian Fed,365,1994,1995,4055,16,Use of force,0,0,1995,NA,Neither
Iran,630,1994,1994,4285,0,No militarized action,1,0,1995,0.798279880068129,Neither
Greece,350,1994,1994,4041,17,Use of force,1,0,1995,0.9596737081372742,Neither
Yugoslavia,345,1994,1994,4333,7,Display of force,0,0,1995,0.8574513247306698,Neither
USA,2,1994,1995,4269,11,Display of force,0,0,1995,0.9931467419245862,Neither
Iran,630,1994,1994,4113,16,Use of force,0,0,1995,0.798279880068129,Neither
Kuwait,690,1994,1995,4269,11,Display of force,0,0,1995,0.8739236807666185,Neither
Egypt,651,1995,1995,4134,17,Use of force,1,0,1996,0.9642967487448542,Neither
Sudan,625,1995,1995,4134,17,Use of force,1,0,1996,0.9172506973535888,Neither
Nigeria,475,1995,1995,4165,17,Use of force,NA,0,1996,0.669612083785993,Neither
Nigeria,475,1995,1995,4068,14,Use of force,0,0,1996,0.669612083785993,Neither
Angola,540,1995,1995,4168,17,Use of force,1,0,1996,0.4482682872393627,Neither
Congo,484,1995,1995,4168,17,Use of force,1,0,1996,0.0372141233020353,Neither
Uganda,500,1995,1995,4083,11,Display of force,0,0,1996,0.7864343680571515,Neither
Uganda,500,1995,1995,4084,0,No militarized action,0,0,1996,0.7864343680571515,Neither
Cameroon,471,1995,1995,4165,17,Use of force,NA,0,1996,0.5288178350632493,Neither
Chad,483,1995,1995,4068,0,No militarized action,0,0,1996,0.6314996821495366,Neither
Kenya,501,1995,1995,4083,12,Display of force,0,0,1996,0.9116273113817133,Neither
Kenya,501,1995,1995,4084,11,Display of force,0,0,1996,0.9116273113817133,Neither
Burundi,516,1995,1995,4118,0,No militarized action,0,0,1996,0.7922852647918294,Neither
China,710,1995,1996,4064,11,Display of force,0,0,1996,0.9898447425242279,Neither
Venezuela,101,1995,1995,4009,15,Use of force,0,0,1996,0.9494746343138502,Neither
Peru,135,1995,1995,4013,17,Use of force,4,0,1996,0.9474306417144395,Neither
Peru,135,1995,1996,4143,17,Use of force,0,0,1996,0.9474306417144395,Neither
Ecuador,130,1995,1995,4013,17,Use of force,4,0,1996,0.935051927899541,Neither
Ecuador,130,1995,1996,4143,17,Use of force,0,0,1996,0.935051927899541,Neither
Colombia,100,1995,1995,4009,0,No militarized action,0,0,1996,0.9328663592990794,Neither
Nicaragua,93,1995,1995,4146,15,Use of force,0,0,1996,0.7643445472235527,Neither
Belize,80,1995,1995,4015,12,Display of force,0,0,1996,0.7174673727060799,Neither
Costa Rica,94,1995,1995,4146,15,Use of force,0,0,1996,0.9300615469352155,Neither
Honduras,91,1995,1995,4011,17,Use of force,0,0,1996,0.9357809857394923,Neither
Honduras,91,1995,1995,4012,1,Threat to use force,0,0,1996,0.9357809857394923,Neither
China,710,1995,1995,4061,7,Display of force,0,0,1996,0.9898447425242279,Neither
Afghanistan,700,1995,1995,4159,0,No militarized action,0,0,1996,0.8778350267510788,Neither
Saudi Arabia,670,1995,1995,4293,0,No militarized action,0,0,1996,0.9822346161294973,Neither
Qatar,694,1995,1995,4293,8,Display of force,0,0,1996,0.8819261325752306,Neither
Greece,350,1995,1996,4092,17,Use of force,1,0,1996,0.9580960479397653,Neither
Iraq,645,1995,1995,4158,0,No militarized action,0,0,1996,0.8780102117412968,Neither
Iran,630,1995,1995,4159,11,Display of force,0,0,1996,0.7782970163414155,Neither
China,710,1995,1995,4027,15,Use of force,0,0,1996,0.9898447425242279,Neither
Myanmar,775,1995,1995,4002,16,Use of force,0,0,1996,0.8894542754212406,Neither
China,710,1995,1995,4020,0,No militarized action,0,0,1996,0.9898447425242279,Neither
Armenia,371,1995,1996,4318,17,Use of force,NA,0,1996,0.3991261093526388,Neither
USA,2,1995,1996,4064,7,Display of force,0,0,1996,0.9948211830629093,Neither
Japan,740,1995,1995,4061,7,Display of force,0,0,1996,0.9953192502544345,Neither
Philippines,840,1995,1995,4027,15,Use of force,0,0,1996,0.36449296215920696,Neither
Taiwan,713,1995,1995,4020,16,Use of force,0,0,1996,0.9809519810052074,Neither
Taiwan,713,1995,1996,4064,11,Display of force,0,0,1996,0.9809519810052074,Neither
Korea D P Rp,731,1995,1995,4019,16,Use of force,0,0,1996,0.8293122328797863,Neither
China,710,1995,1995,4019,0,No militarized action,0,0,1996,0.9898447425242279,Neither
Turkey,640,1995,1996,4092,17,Use of force,1,0,1996,0.9554501603796566,Neither
Croatia,344,1995,1996,4101,0,No militarized action,0,0,1996,0.8730016462543535,Neither
Yugoslavia,345,1995,1996,4102,0,No militarized action,0,0,1996,-0.04493368210081044,Neither
Lithuania,368,1995,1995,4105,0,No militarized action,0,0,1996,0.6061314395400649,Neither
Hungary,310,1995,1996,4101,11,Display of force,0,0,1996,0.9741459752186253,Neither
Hungary,310,1995,1996,4102,11,Display of force,0,0,1996,0.9741459752186253,Neither
Albania,339,1995,1995,4045,0,No militarized action,0,0,1996,0.8183472265884217,Neither
Thailand,800,1995,1995,4002,8,Display of force,0,0,1996,0.9729798867714538,Neither
Nicaragua,93,1995,1995,4011,17,Use of force,0,0,1996,0.7643445472235527,Neither
Nicaragua,93,1995,1995,4012,0,No militarized action,0,0,1996,0.7643445472235527,Neither
Yugoslavia,345,1995,1995,4045,7,Display of force,0,0,1996,-0.04493368210081044,Neither
Russian Fed,365,1995,1995,4105,7,Display of force,0,0,1996,NA,Neither
Tanzania,510,1995,1995,4118,8,Display of force,0,0,1996,0.8994404518208335,Neither
Guatemala,90,1995,1995,4015,11,Display of force,0,0,1996,0.9279972484660666,Neither
Azerbaijan,373,1995,1996,4318,17,Use of force,NA,0,1996,0.8103304740630122,Neither
Turkey,640,1995,1995,4158,14,Use of force,0,0,1996,0.9554501603796566,Neither
Egypt,651,1996,1996,4288,16,Use of force,NA,0,1997,0.912920470787273,Neither
Sudan,625,1996,1996,4288,0,No militarized action,NA,0,1997,0.8645012881128498,Neither
Nigeria,475,1996,1997,4166,17,Use of force,2,0,1997,0.7303982095692835,Neither
Uganda,500,1996,1996,4170,16,Use of force,0,0,1997,0.9098167031564303,Neither
Rwanda,517,1996,1997,4122,17,Use of force,4,0,1997,0.8550578996448669,Neither
Guinea,438,1996,1996,4309,14,Use of force,0,0,1997,0.8871041081144408,Neither
Cameroon,471,1996,1997,4166,17,Use of force,2,0,1997,0.7903199558970069,Neither
Dem.Rp.Congo,490,1996,1996,4170,11,Display of force,0,0,1997,0.7273063856588644,Neither
Cuba,40,1996,1996,4196,16,Use of force,0,0,1997,0.9213364005979856,Neither
Syria,652,1996,1996,4190,11,Display of force,0,0,1997,0.9165367041874671,Neither
UK,200,1996,1996,4148,15,Use of force,0,0,1997,0.9822509373389697,Neither
Trinidad Tbg,52,1996,1996,4149,0,No militarized action,0,0,1997,0.7351029156683109,Neither
USA,2,1996,1996,4196,0,No militarized action,0,0,1997,0.9986570671811678,Neither
Venezuela,101,1996,1996,4149,16,Use of force,0,0,1997,0.9163408841574016,Neither
Korea Rep.,732,1996,1996,4126,7,Display of force,0,0,1997,0.9868431423238897,Neither
Taiwan,713,1996,1996,4026,0,No militarized action,0,0,1997,0.9903275449850546,Neither
China,710,1996,1996,4062,7,Display of force,0,0,1997,0.985210540010684,Neither
Turkey,640,1996,2001,4095,16,Use of force,1,0,2001,NA,Neither
Turkey,640,1996,1996,4191,16,Use of force,0,0,1997,0.9523518930790175,Neither
Iraq,645,1996,1997,4192,11,Display of force,0,0,1997,0.3555781674692664,Neither
Iraq,645,1996,1997,4272,17,Use of force,NA,0,1997,0.3555781674692664,Neither
USA,2,1996,1996,4190,1,Threat to use force,0,0,1997,0.9986570671811678,Neither
Turkey,640,1996,1996,4190,11,Display of force,0,0,1997,0.9523518930790175,Neither
Cyprus,352,1996,2001,4095,16,Use of force,1,0,2001,NA,Neither
Iran,630,1996,1996,4191,0,No militarized action,0,0,1997,0.5025152851493393,Neither
Russian Fed,365,1996,1996,4173,0,No militarized action,0,0,1997,0.9521338108098837,Neither
Iraq,645,1996,1999,4206,0,No militarized action,0,0,1999,0.25301512223166467,Neither
India,750,1996,1996,4006,8,Display of force,0,0,1997,0.9488335282229232,Neither
Bangladesh,771,1996,1996,4006,0,No militarized action,0,0,1997,0.8640783819289888,Neither
China,710,1996,1996,4063,7,Display of force,0,0,1997,0.985210540010684,Neither
Japan,740,1996,1996,4126,7,Display of force,0,0,1997,0.9949296052259122,Neither
China,710,1996,1997,4028,7,Display of force,0,0,1997,0.985210540010684,Neither
Japan,740,1996,1996,4026,7,Display of force,0,0,1997,0.9949296052259122,Neither
Bulgaria,355,1996,1996,4086,0,No militarized action,0,0,1997,0.9924519122550435,Neither
Japan,740,1996,1996,4062,0,No militarized action,0,0,1997,0.9949296052259122,Neither
Indonesia,850,1996,1996,4063,7,Display of force,0,0,1997,0.9570622799484146,Neither
Philippines,840,1996,1997,4028,15,Use of force,0,0,1997,0.9858289311760733,Neither
Chile,155,1996,1996,4148,0,No militarized action,0,0,1997,0.9834560716647665,Neither
Kazakhstan,705,1996,1996,4086,15,Use of force,0,0,1997,0.7953492018637259,Neither
Turkey,640,1996,1996,4173,16,Use of force,0,0,1997,0.9523518930790175,Neither
Ukraine,369,1996,1996,4098,0,No militarized action,0,0,1997,0.9976821840256267,Neither
Russian Fed,365,1996,1996,4098,7,Display of force,0,0,1997,0.9521338108098837,Neither
Croatia,344,1996,1996,4231,15,Use of force,0,0,1997,0.9772639938506533,Neither
Bosnia Herzg,346,1996,1996,4231,0,No militarized action,0,0,1997,0.8828578076799729,Neither
Cote Divoire,437,1996,1996,4309,0,No militarized action,0,0,1997,0.9914626993260617,Neither
Iran,630,1996,1997,4192,16,Use of force,0,0,1997,0.5025152851493393,Neither
Kuwait,690,1996,1997,4272,17,Use of force,NA,0,1997,0.9568393530826663,Neither
Turkey,640,1996,1999,4206,16,Use of force,0,0,1999,0.8915187190093469,Neither
Dem.Rp.Congo,490,1996,1997,4122,17,Use of force,4,0,1997,0.7273063856588644,Neither
Armenia,371,1996,1997,4319,17,Use of force,2,0,1997,0.6239923038909931,Neither
Georgia,372,1996,1996,4109,0,No militarized action,0,0,1997,0.7375787587390735,Neither
Azerbaijan,373,1996,1997,4319,17,Use of force,2,0,1997,0.8334729458198774,Neither
Azerbaijan,373,1996,1996,4109,12,Display of force,0,0,1997,0.8334729458198774,Neither
Ethiopia,530,1997,1997,4130,17,Use of force,NA,0,1998,0.5291816134489786,Neither
Uganda,500,1997,1997,4304,0,No militarized action,0,0,1998,0.8678471583892435,Neither
Dem.Rp.Congo,490,1997,1997,4245,16,Use of force,0,0,1998,0.7026083753415459,Neither
Dem.Rp.Congo,490,1997,1997,4244,0,No militarized action,0,0,1998,0.7026083753415459,Neither
Tanzania,510,1997,1997,4123,17,Use of force,NA,0,1998,0.9020205896462645,Neither
Congo,484,1997,1997,4245,16,Use of force,0,0,1998,0.5894092905081367,Neither
Angola,540,1997,1997,4244,11,Display of force,0,0,1998,0.7276406281611026,Neither
Sudan,625,1997,1997,4130,17,Use of force,NA,0,1998,0.3183119233858922,Neither
Uganda,500,1997,1997,4249,0,No militarized action,0,0,1998,0.8678471583892435,Neither
Sudan,625,1997,1997,4304,12,Display of force,0,0,1998,0.3183119233858922,Neither
Kenya,501,1997,1997,4249,11,Display of force,0,0,1998,0.9005105743192628,Neither
Burundi,516,1997,1997,4123,17,Use of force,NA,0,1998,0.7862378217763347,Neither
USA,2,1997,1997,4183,0,No militarized action,0,0,1998,0.9839121194229709,Neither
Canada,20,1997,1997,4183,15,Use of force,0,0,1998,0.9946242213909661,Neither
Venezuela,101,1997,1997,4172,16,Use of force,0,0,1998,0.9587571689771178,Neither
Peru,135,1997,1997,4144,15,Use of force,0,0,1998,0.9698750547472659,Neither
Ecuador,130,1997,1997,4144,16,Use of force,0,0,1998,0.8772603604312484,Neither
Colombia,100,1997,1997,4172,0,No militarized action,0,0,1998,0.9632805029779306,Neither
Trinidad Tbg,52,1997,1997,4154,0,No militarized action,0,0,1998,0.8895671526209441,Neither
Belize,80,1997,1997,4150,12,Display of force,0,0,1998,0.9073772833128838,Neither
Nicaragua,93,1997,1997,4171,16,Use of force,0,0,1998,0.9341104284969587,Neither
Honduras,91,1997,1997,4171,15,Use of force,0,0,1998,0.9685338802556714,Neither
Venezuela,101,1997,1997,4154,16,Use of force,0,0,1998,0.9587571689771178,Neither
Guatemala,90,1997,1997,4150,11,Display of force,0,0,1998,0.9300841263381017,Neither
Korea D P Rp,731,1997,1997,4226,7,Display of force,0,0,1998,0.7500714774505967,Neither
Iraq,645,1997,1998,4205,15,Use of force,0,0,1998,0.895214187404086,Neither
Turkey,640,1997,1997,4337,0,No militarized action,0,0,1998,0.9727033324623736,Neither
Iran,630,1997,1998,4205,16,Use of force,0,0,1998,0.8423165441426693,Neither
Yemen,679,1997,1998,4203,17,Use of force,NA,0,1998,0.8141718195368142,Neither
Iran,630,1997,1997,4337,11,Display of force,0,0,1998,0.8423165441426693,Neither
Greece,350,1997,1998,4193,17,Use of force,0,0,1998,0.9698742101774024,Neither
Greece,350,1997,1997,4323,0,No militarized action,0,0,1998,0.9698742101774024,Neither
Syria,652,1997,1997,4315,11,Display of force,0,0,1998,0.892840991317256,Neither
Cambodia,811,1997,1998,4135,17,Use of force,1,0,1998,0.8928672046407743,Neither
Korea D P Rp,731,1997,1997,4089,17,Use of force,NA,0,1998,0.7500714774505967,Neither
Japan,740,1997,1997,4226,0,No militarized action,0,0,1998,0.9858239853816093,Neither
China,710,1997,1997,4089,17,Use of force,NA,0,1998,0.9834272200051916,Neither
Turkey,640,1997,1998,4193,17,Use of force,0,0,1998,0.9727033324623736,Neither
Turkey,640,1997,1997,4323,12,Display of force,0,0,1998,0.9727033324623736,Neither
Albania,339,1997,1997,4090,0,No militarized action,0,0,1998,0.8122587362290514,Neither
Russian Fed,365,1997,1997,4107,15,Use of force,0,0,1998,0.9761430164232214,Neither
Ukraine,369,1997,1997,4108,8,Display of force,0,0,1998,0.9949730163737611,Neither
USA,2,1997,1997,4174,15,Use of force,0,0,1998,0.9839121194229709,Neither
